"Id","Gender","Race","Earnings","Status"
905,"F","Black",19073,"FT"
906,"M","Black",18400,"FT"
907,"F","Black",18360,"FT"
908,"M","Black",19850,"FT"
909,"F","Black",19076,"FT"
910,"F","Black",18402,"FT"
911,"F","Black",20177,"FT"
912,"M","Black",20209,"FT"
913,"F","Black",18894,"FT"
914,"M","Other",18469,"FT"
915,"M","Black",19028,"FT"
916,"F","Other",19590,"PT"
917,"F","Black",17175,"PT"
918,"F","Black",20788,"FT"
919,"F","Black",17669,"FT"
920,"F","Black",21192,"FT"
921,"F","Black",19640,"FT"
922,"F","Black",17197,"PT"
923,"F","Black",18973,"FT"
924,"F","Other",20816,"FT"
925,"M","Black",17148,"PT"
926,"F","Black",17179,"PT"
927,"F","Black",17160,"PT"
928,"M","Black",17188,"PT"
929,"F","Black",18424,"FT"
930,"F","Black",17121,"PT"
931,"F","White",22535,"FT"
932,"F","White",22847,"FT"
933,"F","White",21892,"FT"
934,"F","White",22001,"FT"
935,"F","White",24938,"FT"
936,"M","White",19975,"PT"
937,"F","White",23064,"FT"
938,"F","White",21492,"FT"
939,"F","White",21316,"PT"
940,"M","White",21022,"FT"
941,"F","White",21596,"FT"
942,"F","White",22447,"FT"
943,"F","White",21023,"FT"
944,"F","White",23291,"PT"
945,"F","White",20387,"FT"
946,"F","White",20939,"FT"
947,"F","White",21248,"FT"
948,"F","White",22225,"FT"
949,"F","White",20835,"PT"
950,"F","White",21450,"FT"
951,"F","White",20972,"FT"
952,"F","White",19980,"PT"
953,"F","White",20881,"FT"
954,"M","White",19977,"FT"
955,"F","White",19507,"FT"
956,"F","White",19812,"FT"
957,"M","White",20417,"FT"
958,"F","White",20724,"FT"
959,"F","White",22206,"FT"
960,"F","White",20614,"FT"
961,"F","White",22321,"FT"
962,"F","White",21077,"FT"
963,"F","White",20732,"FT"
964,"F","White",20863,"PT"
965,"F","White",19020,"FT"
966,"F","White",19213,"FT"
967,"M","White",20737,"FT"
968,"F","White",21177,"FT"
969,"F","White",18597,"FT"
970,"M","White",19760,"FT"
971,"F","White",19122,"FT"
972,"F","White",19573,"FT"
973,"F","White",19637,"FT"
974,"F","White",20132,"FT"
975,"F","White",19503,"FT"
976,"M","White",19199,"FT"
977,"F","White",19851,"FT"
978,"M","White",19436,"FT"
979,"M","White",17936,"FT"
980,"F","White",17400,"FT"
981,"F","White",19500,"FT"
982,"M","White",20408,"FT"
983,"F","White",20966,"FT"
984,"F","White",19173,"PT"
985,"F","White",19029,"FT"
986,"F","White",19667,"FT"
987,"F","White",20079,"FT"
988,"F","White",20474,"FT"
989,"M","White",19268,"FT"
990,"F","White",19592,"FT"
991,"F","White",18936,"FT"
992,"F","White",24488,"FT"
993,"F","White",18341,"FT"
994,"F","White",19491,"FT"
995,"M","White",18903,"FT"
996,"F","White",18352,"FT"
997,"F","White",19353,"FT"
998,"M","White",21451,"PT"
999,"F","White",21689,"FT"
1000,"M","White",23271,"FT"
1001,"F","White",19592,"FT"
1002,"F","White",17827,"PT"
1003,"F","White",19914,"FT"
1004,"F","White",19522,"FT"
1005,"F","White",19975,"FT"
1006,"F","White",19271,"FT"
1007,"F","White",21209,"FT"
1008,"M","White",19579,"FT"
1009,"M","White",18680,"FT"
1010,"F","White",18131,"FT"
1011,"F","White",20073,"FT"
1012,"F","White",19628,"FT"
1013,"F","White",19309,"FT"
1014,"F","White",17931,"FT"
1015,"F","White",19576,"FT"
1016,"F","White",19621,"FT"
1017,"F","White",22135,"FT"
1018,"F","White",18209,"FT"
1019,"F","White",19273,"FT"
1020,"F","White",19962,"FT"
1021,"F","White",20130,"FT"
1022,"F","White",20781,"FT"
1023,"M","White",22015,"FT"
1024,"F","White",17988,"FT"
1025,"F","White",18181,"FT"
1026,"F","White",18759,"FT"
1027,"F","White",19681,"FT"
1028,"F","White",20222,"FT"
1029,"F","White",20474,"PT"
1030,"F","White",18444,"FT"
1031,"F","White",20979,"FT"
1032,"F","White",17999,"PT"
1033,"F","White",19101,"FT"
1034,"M","White",18530,"FT"
1035,"F","White",21409,"PT"
1036,"M","White",19802,"FT"
1037,"F","White",20636,"PT"
1038,"F","White",19136,"FT"
1039,"F","White",19354,"FT"
1040,"F","White",18822,"FT"
1041,"F","White",20344,"FT"
1042,"F","White",22015,"FT"
1043,"F","White",19099,"FT"
1044,"F","White",18831,"FT"
1045,"F","White",18512,"FT"
1046,"F","White",20320,"FT"
1047,"F","White",19182,"FT"
1048,"F","White",20778,"FT"
1049,"F","White",19199,"FT"
1050,"M","White",19642,"PT"
1051,"F","White",21521,"FT"
1052,"F","White",19025,"FT"
1053,"F","White",18541,"FT"
1054,"M","White",19264,"FT"
1055,"F","White",18865,"FT"
1056,"F","White",19588,"FT"
1057,"M","White",18411,"FT"
1058,"F","White",19271,"FT"
1059,"M","White",17542,"PT"
1060,"M","White",17816,"PT"
1061,"F","White",19478,"FT"
1062,"M","White",18960,"FT"
1063,"F","White",19603,"FT"
1064,"M","White",18217,"PT"
1065,"F","White",19930,"PT"
1066,"M","White",18410,"FT"
1067,"F","White",20526,"FT"
1068,"M","White",19627,"FT"
1069,"F","White",22385,"PT"
1070,"M","White",19853,"FT"
1071,"M","White",18344,"FT"
1072,"M","White",18364,"FT"
1073,"F","White",20257,"FT"
1074,"M","White",17171,"PT"
1075,"M","White",17131,"PT"
1076,"M","White",17124,"PT"
1077,"F","White",17139,"PT"
1078,"F","White",17158,"PT"
1079,"F","White",20805,"FT"
1080,"F","Black",18752,"FT"
1081,"F","White",20861,"FT"
1082,"F","White",22466,"FT"
1083,"F","White",22330,"FT"
1084,"F","Black",24637,"FT"
1085,"F","Black",23724,"PT"
1086,"F","Black",17905,"FT"
1087,"F","Black",18988,"FT"
1088,"F","Black",23358,"FT"
1089,"F","Black",22959,"PT"
1090,"F","Other",22832,"FT"
1091,"F","Black",21904,"FT"
1092,"F","Black",21369,"PT"
1093,"M","Black",20853,"FT"
1094,"F","Black",22062,"FT"
1095,"F","White",27039,"PT"
1096,"F","White",24895,"PT"
1097,"F","White",24722,"FT"
1098,"F","White",23234,"PT"
1099,"F","White",24848,"PT"
1100,"F","White",24874,"FT"
1101,"F","White",22304,"FT"
1102,"F","White",22812,"PT"
1103,"F","White",24867,"PT"
1104,"F","White",25214,"PT"
1105,"F","White",22928,"PT"
1106,"F","White",24502,"FT"
1107,"F","White",24811,"FT"
1108,"F","White",24190,"FT"
1109,"F","White",24865,"FT"
1110,"F","White",25105,"FT"
1111,"F","White",22334,"PT"
1112,"F","White",24007,"PT"
1113,"F","White",24896,"PT"
1114,"F","White",24353,"PT"
1115,"F","White",24672,"PT"
1116,"F","White",24353,"PT"
1117,"F","White",24981,"FT"
1118,"F","White",24382,"PT"
1119,"F","White",22021,"FT"
1120,"F","White",22161,"PT"
1121,"F","White",21586,"FT"
1122,"F","White",23277,"FT"
1123,"F","White",23257,"PT"
1124,"F","White",20977,"PT"
1125,"F","White",22559,"FT"
1126,"F","White",24526,"FT"
1127,"F","White",23919,"PT"
1128,"F","White",20116,"PT"
1129,"F","White",23484,"PT"
1130,"F","White",24216,"PT"
1131,"F","White",22495,"FT"
1132,"F","White",23695,"FT"
1133,"F","White",21602,"PT"
1134,"F","White",21311,"PT"
1135,"F","White",21955,"PT"
1136,"F","White",23660,"PT"
1137,"F","White",22648,"FT"
1138,"F","White",23402,"PT"
1139,"F","White",21602,"PT"
1140,"F","White",22047,"PT"
1141,"F","White",23350,"PT"
1142,"F","White",21542,"FT"
1143,"F","White",22725,"PT"
1144,"F","White",20345,"FT"
1145,"F","White",21566,"PT"
1146,"F","White",24448,"FT"
1147,"F","White",19594,"FT"
1148,"F","White",21159,"FT"
1149,"F","White",24484,"FT"
1150,"F","White",22225,"PT"
1151,"F","White",22356,"FT"
1152,"F","White",20189,"FT"
1153,"F","White",19385,"PT"
1154,"F","White",19511,"PT"
1155,"F","White",20676,"PT"
1156,"F","White",22227,"FT"
1157,"F","White",20234,"FT"
1158,"F","White",22598,"PT"
1159,"F","White",23181,"PT"
1160,"F","White",26832,"FT"
1161,"F","White",22008,"FT"
1162,"F","White",19774,"PT"
1163,"F","White",21257,"PT"
1164,"F","White",21128,"FT"
1165,"F","White",20862,"FT"
1166,"F","White",21339,"FT"
1167,"F","White",22216,"FT"
1168,"F","White",20201,"PT"
1169,"F","White",22081,"FT"
1170,"F","White",23593,"PT"
1171,"F","White",20929,"FT"
1172,"F","White",23126,"FT"
1173,"F","White",18341,"FT"
1174,"M","White",19133,"PT"
1175,"F","White",22037,"FT"
1176,"F","White",22238,"PT"
1177,"F","White",19503,"FT"
1178,"F","White",18372,"FT"
1179,"F","White",20329,"PT"
1180,"F","White",20785,"FT"
1181,"M","White",18834,"PT"
1182,"F","White",21502,"PT"
1183,"F","White",18367,"PT"
1184,"F","White",21772,"FT"
1185,"M","Black",29400,"PT"
1186,"M","White",22441,"FT"
1187,"F","Black",24177,"FT"
1188,"F","Black",22105,"FT"
1189,"F","Black",24389,"FT"
1190,"F","Black",23189,"FT"
1191,"F","Black",24630,"FT"
1192,"F","Black",20620,"FT"
1193,"F","Black",21904,"FT"
1194,"M","Black",20972,"FT"
1195,"F","Black",19988,"FT"
1196,"F","Black",21392,"FT"
1197,"F","Black",21714,"FT"
1198,"F","Black",21132,"FT"
1199,"F","Black",22660,"FT"
1200,"F","Black",21249,"FT"
1201,"F","Black",20062,"PT"
1202,"F","Black",22459,"FT"
1203,"F","Other",23814,"FT"
1204,"F","Black",19315,"FT"
1205,"M","Black",20426,"PT"
1206,"F","Black",23294,"FT"
1207,"F","Black",21530,"FT"
1208,"M","Black",21066,"FT"
1209,"F","Black",20008,"FT"
1210,"F","Black",21052,"FT"
1211,"F","Black",22303,"FT"
1212,"F","Black",21280,"FT"
1213,"M","Black",21565,"FT"
1214,"F","Black",22925,"FT"
1215,"F","Black",21228,"FT"
1216,"M","Black",21003,"FT"
1217,"M","Black",21587,"FT"
1218,"F","Black",19133,"FT"
1219,"F","Black",23292,"FT"
1220,"M","Black",20906,"FT"
1221,"F","Black",21561,"FT"
1222,"M","Black",22060,"FT"
1223,"F","Black",19624,"PT"
1224,"F","Black",22051,"FT"
1225,"F","Black",23328,"FT"
1226,"F","Black",21427,"FT"
1227,"F","White",25482,"FT"
1228,"F","White",25324,"FT"
1229,"F","White",24883,"FT"
1230,"F","White",23607,"FT"
1231,"F","White",25319,"FT"
1232,"F","White",21966,"FT"
1233,"F","White",22890,"FT"
1234,"F","White",23383,"FT"
1235,"F","White",21429,"FT"
1236,"F","White",23843,"PT"
1237,"F","White",24859,"FT"
1238,"F","White",24935,"FT"
1239,"F","White",22345,"FT"
1240,"M","White",22393,"FT"
1241,"M","White",26129,"FT"
1242,"F","White",24875,"FT"
1243,"F","White",24899,"FT"
1244,"M","White",20142,"FT"
1245,"F","White",21230,"FT"
1246,"M","White",22437,"FT"
1247,"F","White",22699,"PT"
1248,"F","White",21101,"FT"
1249,"F","White",23970,"FT"
1250,"M","White",25080,"FT"
1251,"F","White",20471,"FT"
1252,"F","White",22388,"FT"
1253,"F","White",22518,"FT"
1254,"M","White",21015,"FT"
1255,"F","White",24819,"FT"
1256,"M","White",22999,"FT"
1257,"M","White",22366,"FT"
1258,"F","White",25363,"FT"
1259,"M","White",20334,"FT"
1260,"F","White",24301,"FT"
1261,"F","White",21183,"FT"
1262,"F","White",22007,"FT"
1263,"M","White",22134,"FT"
1264,"F","White",20522,"FT"
1265,"F","White",22033,"FT"
1266,"M","White",22200,"FT"
1267,"F","White",21709,"FT"
1268,"F","White",22414,"FT"
1269,"F","White",20369,"FT"
1270,"F","White",20835,"FT"
1271,"F","White",20656,"FT"
1272,"F","White",21035,"FT"
1273,"F","White",19481,"FT"
1274,"F","White",19001,"FT"
1275,"F","White",21331,"FT"
1276,"F","White",21908,"FT"
1277,"F","White",23882,"FT"
1278,"F","White",20573,"FT"
1279,"F","White",21604,"FT"
1280,"M","White",22283,"FT"
1281,"M","White",21540,"FT"
1282,"F","White",22684,"FT"
1283,"F","White",23598,"FT"
1284,"F","White",20370,"FT"
1285,"M","White",23186,"FT"
1286,"M","White",23139,"FT"
1287,"M","White",23613,"FT"
1288,"F","White",22881,"FT"
1289,"F","White",20905,"FT"
1290,"M","White",22688,"FT"
1291,"F","White",20345,"FT"
1292,"F","White",21074,"FT"
1293,"F","White",22477,"FT"
1294,"M","White",20792,"FT"
1295,"F","White",22276,"FT"
1296,"M","White",19566,"FT"
1297,"M","White",22397,"FT"
1298,"F","White",20846,"FT"
1299,"F","White",22079,"FT"
1300,"F","White",22026,"FT"
1301,"F","White",22024,"FT"
1302,"F","White",22374,"FT"
1303,"F","White",22078,"FT"
1304,"F","Black",25769,"FT"
1305,"F","Black",25983,"FT"
1306,"F","Other",22328,"PT"
1307,"F","Black",24069,"FT"
1308,"F","Black",25593,"FT"
1309,"F","Black",23760,"FT"
1310,"F","Black",19195,"FT"
1311,"F","Black",22488,"FT"
1312,"F","Black",17782,"FT"
1313,"F","Black",23232,"FT"
1314,"F","Black",23707,"FT"
1315,"F","Black",21987,"FT"
1316,"F","Black",22428,"FT"
1317,"F","Black",24465,"FT"
1318,"M","Black",29347,"FT"
1319,"M","Black",29369,"FT"
1320,"F","White",22063,"PT"
1321,"F","White",27310,"FT"
1322,"F","White",23642,"FT"
1323,"F","White",27849,"FT"
1324,"M","White",27059,"FT"
1325,"F","White",25347,"FT"
1326,"F","White",24810,"FT"
1327,"F","White",26453,"FT"
1328,"F","White",26349,"FT"
1329,"M","White",27722,"FT"
1330,"F","White",24148,"FT"
1331,"F","White",28033,"FT"
1332,"F","White",26756,"FT"
1333,"F","White",26315,"FT"
1334,"F","White",27167,"FT"
1335,"F","White",27275,"FT"
1336,"F","White",23728,"FT"
1337,"F","White",27168,"FT"
1338,"F","White",25304,"FT"
1339,"F","White",23747,"FT"
1340,"F","White",24085,"FT"
1341,"F","White",25583,"FT"
1342,"F","White",23323,"FT"
1343,"F","White",24887,"FT"
1344,"F","White",26058,"FT"
1345,"F","White",29298,"FT"
1346,"F","White",23658,"FT"
1347,"F","White",26903,"FT"
1348,"M","White",25924,"FT"
1349,"M","White",24674,"FT"
1350,"F","White",24484,"FT"
1351,"F","White",21739,"FT"
1352,"F","White",22306,"FT"
1353,"F","White",26159,"FT"
1354,"F","White",26955,"FT"
1355,"F","White",26304,"FT"
1356,"F","White",23986,"PT"
1357,"M","White",25987,"FT"
1358,"F","White",24002,"FT"
1359,"F","White",21736,"FT"
1360,"F","White",23317,"FT"
1361,"F","White",24550,"FT"
1362,"F","White",23592,"FT"
1363,"M","White",23531,"FT"
1364,"F","White",21444,"FT"
1365,"F","White",23250,"FT"
1366,"M","White",22673,"FT"
1367,"F","White",22732,"PT"
1368,"F","White",24793,"FT"
1369,"M","White",26027,"FT"
1370,"M","White",22962,"FT"
1371,"M","White",24597,"FT"
1372,"M","White",21976,"FT"
1373,"F","White",26025,"FT"
1374,"F","White",24494,"FT"
1375,"F","White",26599,"FT"
1376,"F","White",22453,"FT"
1377,"F","White",23489,"FT"
1378,"F","White",24348,"FT"
1379,"F","White",22360,"FT"
1380,"F","White",29351,"FT"
1381,"F","White",22744,"FT"
1382,"F","White",22906,"FT"
1383,"F","White",23346,"FT"
1384,"M","White",26899,"FT"
1385,"F","White",29374,"FT"
1386,"M","White",24456,"FT"
1387,"F","White",20866,"FT"
1388,"F","White",24524,"FT"
1389,"F","White",22018,"FT"
1390,"M","White",29346,"FT"
1391,"F","White",25738,"FT"
1392,"F","White",23014,"FT"
1393,"F","White",19636,"FT"
1394,"F","White",22086,"FT"
1395,"F","White",24530,"FT"
1396,"F","White",25889,"FT"
1397,"M","White",26970,"FT"
1398,"M","White",25330,"FT"
1399,"F","White",20816,"FT"
1400,"M","White",28514,"FT"
1401,"F","White",24497,"FT"
1402,"F","White",28256,"FT"
1403,"M","White",26553,"FT"
1404,"M","White",24692,"FT"
1405,"F","Black",26283,"FT"
1406,"F","Black",24323,"FT"
1407,"F","White",27408,"FT"
1408,"F","White",25550,"FT"
1409,"F","White",25077,"FT"
1410,"F","White",21578,"PT"
1411,"F","White",21035,"FT"
1412,"F","White",25715,"FT"
1413,"F","White",23579,"FT"
1414,"F","White",19850,"FT"
1415,"M","White",19641,"PT"
1416,"F","White",20198,"PT"
1417,"M","Black",26253,"FT"
1418,"F","White",24010,"FT"
1419,"F","White",26714,"PT"
1420,"F","White",27554,"FT"
1421,"F","White",20797,"PT"
1422,"M","Black",25921,"FT"
1423,"M","Black",24448,"FT"
1424,"M","White",24358,"FT"
1425,"M","White",26107,"FT"
1426,"M","White",24023,"FT"
1427,"M","White",25606,"FT"
1428,"M","White",22778,"FT"
1429,"F","White",28451,"FT"
1430,"M","Black",25912,"FT"
1431,"F","Black",27497,"FT"
1432,"F","Black",26766,"FT"
1433,"F","Black",25331,"PT"
1434,"F","Black",22634,"FT"
1435,"F","White",30345,"FT"
1436,"F","White",29758,"FT"
1437,"M","White",30383,"FT"
1438,"F","White",25585,"PT"
1439,"F","White",28938,"PT"
1440,"F","White",30165,"FT"
1441,"F","White",27554,"PT"
1442,"F","White",25828,"FT"
1443,"F","White",28262,"FT"
1444,"F","White",29498,"PT"
1445,"F","White",29180,"PT"
1446,"F","White",30316,"PT"
1447,"F","White",38033,"PT"
1448,"F","White",29143,"FT"
1449,"F","White",30190,"FT"
1450,"F","White",30165,"FT"
1451,"F","White",28188,"PT"
1452,"F","White",27402,"PT"
1453,"F","White",28175,"FT"
1454,"F","White",30371,"PT"
1455,"F","White",30328,"PT"
1456,"F","White",27272,"PT"
1457,"F","White",28103,"FT"
1458,"F","White",29806,"PT"
1459,"F","White",28645,"FT"
1460,"F","White",27761,"PT"
1461,"F","White",24803,"FT"
1462,"F","White",26365,"FT"
1463,"F","White",28261,"PT"
1464,"F","White",27363,"PT"
1465,"F","White",29085,"FT"
1466,"F","White",28505,"FT"
1467,"F","White",26885,"FT"
1468,"F","White",30029,"PT"
1469,"F","White",26114,"PT"
1470,"F","White",25249,"FT"
1471,"F","White",28217,"PT"
1472,"F","White",26907,"FT"
1473,"F","White",24780,"FT"
1474,"F","White",30367,"PT"
1475,"F","White",25077,"FT"
1476,"F","White",25034,"FT"
1477,"F","White",28220,"PT"
1478,"F","White",24502,"FT"
1479,"F","White",22198,"FT"
1480,"F","White",23712,"PT"
1481,"F","White",25242,"FT"
1482,"F","White",29755,"FT"
1483,"F","White",24399,"FT"
1484,"F","White",30384,"PT"
1485,"F","White",24674,"FT"
1486,"F","White",21917,"FT"
1487,"M","White",21918,"PT"
1488,"F","White",24251,"FT"
1489,"F","White",21221,"FT"
1490,"M","White",24143,"FT"
1491,"F","White",19465,"FT"
1492,"F","White",21581,"FT"
1493,"F","White",30371,"PT"
1494,"F","Black",26973,"FT"
1495,"M","Black",25934,"FT"
1496,"F","Black",22355,"FT"
1497,"M","Black",22405,"FT"
1498,"F","Black",25929,"FT"
1499,"F","Black",25925,"FT"
1500,"F","Black",22361,"FT"
1501,"M","Black",25902,"FT"
1502,"F","Black",22380,"FT"
1503,"F","White",27468,"FT"
1504,"M","White",23259,"FT"
1505,"M","White",25886,"FT"
1506,"M","White",23571,"FT"
1507,"F","White",22406,"FT"
1508,"F","White",25925,"FT"
1509,"F","White",22357,"FT"
1510,"M","White",22342,"FT"
1511,"F","White",22375,"FT"
1512,"M","White",23411,"FT"
1513,"M","White",22371,"FT"
1514,"F","White",22337,"FT"
1515,"M","White",25946,"FT"
1516,"F","White",22042,"FT"
1517,"M","White",22378,"FT"
1518,"F","White",22337,"FT"
1519,"M","White",22078,"FT"
1520,"F","White",25864,"FT"
1521,"F","White",30454,"FT"
1522,"F","White",22399,"FT"
1523,"F","Black",23307,"FT"
1524,"F","White",29398,"FT"
1525,"F","White",32398,"FT"
1526,"F","White",23327,"FT"
1527,"F","White",27793,"FT"
1528,"F","White",26151,"FT"
1529,"F","White",22814,"FT"
1530,"F","White",25465,"FT"
1531,"M","Black",28624,"FT"
1532,"M","Black",22316,"FT"
1533,"M","White",27962,"FT"
1534,"M","White",25448,"FT"
1535,"F","White",27598,"FT"
1536,"F","Black",23205,"FT"
1537,"F","White",30354,"FT"
1538,"F","White",30314,"FT"
1539,"F","White",30376,"FT"
1540,"F","White",29274,"FT"
1541,"F","White",30823,"PT"
1542,"F","White",30761,"PT"
1543,"F","White",27817,"FT"
1544,"F","White",30319,"PT"
1545,"F","White",30333,"FT"
1546,"F","White",30316,"FT"
1547,"F","White",29282,"PT"
1548,"F","White",30358,"FT"
1549,"F","White",29176,"FT"
1550,"F","White",29288,"FT"
1551,"F","White",30335,"PT"
1552,"F","White",30311,"PT"
1553,"F","White",30319,"PT"
1554,"F","White",30322,"FT"
1555,"F","White",23281,"FT"
1556,"F","White",28266,"FT"
1557,"F","White",25735,"FT"
1558,"F","White",29183,"PT"
1559,"F","White",25751,"FT"
1560,"F","White",29290,"FT"
1561,"F","White",30359,"FT"
1562,"F","White",24552,"FT"
1563,"F","White",25445,"FT"
1564,"F","White",23958,"FT"
1565,"F","White",24213,"PT"
1566,"F","White",27749,"FT"
1567,"F","White",25645,"FT"
1568,"F","White",23666,"FT"
1569,"F","White",30170,"FT"
1570,"F","White",30310,"FT"
1571,"F","White",26268,"FT"
1572,"F","White",29774,"FT"
1573,"F","White",29355,"FT"
1574,"F","White",24666,"FT"
1575,"F","White",20997,"FT"
1576,"F","White",28238,"FT"
1577,"F","White",24775,"FT"
1578,"F","White",31813,"PT"
1579,"F","White",21894,"FT"
1580,"M","White",26580,"FT"
1581,"M","White",18602,"PT"
1582,"M","White",20787,"PT"
1583,"M","Black",23921,"FT"
1584,"F","Other",27240,"FT"
1585,"F","Black",20220,"FT"
1586,"F","Black",24955,"FT"
1587,"F","White",29243,"FT"
1588,"F","White",23253,"PT"
1589,"F","White",28672,"FT"
1590,"F","White",28991,"FT"
1591,"F","White",28346,"FT"
1592,"F","White",28857,"FT"
1593,"F","White",29607,"FT"
1594,"F","White",29460,"FT"
1595,"F","White",28521,"FT"
1596,"F","White",27411,"FT"
1597,"F","White",27714,"FT"
1598,"F","White",29291,"FT"
1599,"F","White",29530,"FT"
1600,"F","White",29114,"FT"
1601,"F","White",28485,"FT"
1602,"F","White",28408,"FT"
1603,"F","White",27498,"FT"
1604,"F","White",27139,"FT"
1605,"F","White",30035,"FT"
1606,"F","White",26500,"FT"
1607,"F","White",28140,"FT"
1608,"F","White",30131,"FT"
1609,"F","White",27009,"FT"
1610,"F","White",27034,"FT"
1611,"F","White",23576,"FT"
1612,"F","White",26801,"FT"
1613,"M","White",26894,"FT"
1614,"F","White",24101,"FT"
1615,"M","White",25488,"FT"
1616,"F","White",27507,"FT"
1617,"M","White",24221,"FT"
1618,"F","White",26358,"FT"
1619,"F","White",22348,"PT"
1620,"F","White",28951,"FT"
1621,"F","White",23861,"FT"
1622,"M","White",27663,"FT"
1623,"M","White",28017,"FT"
1624,"F","White",21951,"FT"
1625,"M","White",23580,"FT"
1626,"F","White",26965,"FT"
1627,"F","Black",24508,"FT"
1628,"F","Black",25700,"FT"
1629,"F","White",24823,"FT"
1630,"F","White",20246,"FT"
1631,"F","White",24476,"FT"
1632,"F","White",24799,"FT"
1633,"F","White",28251,"FT"
1634,"F","White",27940,"FT"
1635,"F","White",26604,"FT"
1636,"F","White",24767,"FT"
1637,"F","White",29456,"FT"
1638,"F","White",22061,"FT"
1639,"F","White",28366,"FT"
1640,"F","Black",21945,"FT"
1641,"M","Black",21935,"FT"
1642,"M","White",22346,"FT"
1643,"M","White",23109,"FT"
1644,"M","White",21869,"FT"
1645,"F","Black",25926,"FT"
1646,"F","Black",25717,"FT"
1647,"F","Black",25102,"FT"
1648,"F","White",31298,"PT"
1649,"F","White",30350,"FT"
1650,"F","White",26967,"FT"
1651,"F","White",28884,"FT"
1652,"F","White",26339,"FT"
1653,"F","White",30340,"FT"
1654,"F","White",28330,"FT"
1655,"F","White",27181,"FT"
1656,"F","White",24526,"FT"
1657,"F","White",25962,"FT"
1658,"F","White",26973,"FT"
1659,"F","White",28797,"FT"
1660,"F","White",24048,"FT"
1661,"F","White",26384,"FT"
1662,"F","White",29242,"FT"
1663,"F","White",28583,"FT"
1664,"F","White",24159,"FT"
1665,"F","White",28402,"FT"
1666,"F","White",26845,"FT"
1667,"F","White",29434,"FT"
1668,"F","White",25226,"FT"
1669,"F","White",25844,"FT"
1670,"F","White",28401,"FT"
1671,"F","White",26606,"FT"
1672,"F","White",27116,"FT"
1673,"F","White",27512,"FT"
1674,"F","White",22992,"FT"
1675,"M","White",28800,"FT"
1676,"F","White",26902,"FT"
1677,"F","White",27072,"FT"
1678,"F","White",31194,"FT"
1679,"F","White",30224,"FT"
1680,"M","White",32702,"FT"
1681,"F","White",29845,"FT"
1682,"M","White",31900,"FT"
1683,"F","Black",30339,"FT"
1684,"F","Black",33703,"FT"
1685,"F","Black",29398,"FT"
1686,"F","Black",30012,"FT"
1687,"F","White",33321,"FT"
1688,"F","White",34341,"FT"
1689,"F","White",31429,"FT"
1690,"F","White",33345,"FT"
1691,"F","White",32111,"FT"
1692,"F","White",31014,"FT"
1693,"F","White",33321,"PT"
1694,"F","White",28248,"FT"
1695,"F","White",26451,"FT"
1696,"F","White",25679,"FT"
1697,"F","White",33913,"FT"
1698,"F","White",29327,"FT"
1699,"F","White",32736,"FT"
1700,"F","White",32946,"FT"
1701,"M","White",26969,"FT"
1702,"F","White",28276,"FT"
1703,"F","White",28564,"FT"
1704,"F","White",26939,"FT"
1705,"F","White",29443,"FT"
1706,"F","White",27706,"FT"
1707,"F","White",28143,"FT"
1708,"F","White",33294,"FT"
1709,"M","Black",32678,"FT"
1710,"F","White",31176,"FT"
1711,"M","White",29652,"FT"
1712,"M","White",30577,"FT"
1713,"F","White",27047,"FT"
1714,"M","White",29634,"FT"
1715,"F","White",34013,"PT"
1716,"F","White",28968,"PT"
1717,"F","White",31736,"FT"
1718,"F","White",23987,"FT"
1719,"F","White",26489,"FT"
1720,"M","White",26974,"FT"
1721,"F","White",27983,"FT"
1722,"F","White",25523,"FT"
1723,"F","White",31976,"PT"
1724,"M","White",31582,"FT"
1725,"M","White",28336,"FT"
1726,"M","White",25218,"FT"
1727,"M","White",28417,"FT"
1728,"M","White",29533,"FT"
1729,"M","White",30806,"FT"
1730,"M","Black",24750,"FT"
1731,"M","White",36608,"FT"
1732,"M","White",34944,"FT"
1733,"M","White",31011,"FT"
1734,"M","White",27541,"FT"
1735,"F","White",36317,"FT"
1736,"F","White",36565,"FT"
1737,"F","White",28747,"FT"
1738,"F","White",37513,"FT"
1739,"F","White",34286,"FT"
1740,"F","White",30590,"FT"
1741,"F","White",35542,"FT"
1742,"F","White",34225,"FT"
1743,"F","White",34082,"FT"
1744,"F","White",35331,"FT"
1745,"F","White",31051,"FT"
1746,"F","White",37033,"FT"
